featureCounts 2.0.6 | seed 2 | fragments per file 400
annotation: 45 genes, 95 exon lines

== SE: 601 records, 400 fragments/records
[default] (defaults): summary total 601 vs 601 units; status/target mismatches 0/400; count mismatches 0/45 -> OK
[--readExtension3 20 -s 2] -p --countReadPairs -s 2 --readExtension3 20: summary total 560 vs 560 units; status/target mismatches 0/400; count mismatches 0/45 -> OK
[-B] -p --countReadPairs -B: summary total 560 vs 560 units; status/target mismatches 0/400; count mismatches 0/45 -> OK
[-C] -p --countReadPairs -C: summary total 560 vs 560 units; status/target mismatches 0/400; count mismatches 0/45 -> OK
[-B -C -s 2] -p --countReadPairs -B -C -s 2: summary total 560 vs 560 units; status/target mismatches 0/400; count mismatches 0/45 -> OK
[-P -B -d 50 -D 300] -p --countReadPairs -B -P -d 50 -D 300: summary total 560 vs 560 units; status/target mismatches 0/400; count mismatches 0/45 -> OK
[-P -B -C -d 100 -D 250 -Q 10] -p --countReadPairs -B -C -P -Q 10 -d 100 -D 250: summary total 560 vs 560 units; status/target mismatches 0/400; count mismatches 0/45 -> OK

== PE-as-reads: 1098 records, 1098 fragments/records
[default] -p: summary total 1098 vs 1098 units; status/target mismatches 0/400; count mismatches 0/45 -> OK
[-O] -p -O: summary total 1098 vs 1098 units; status/target mismatches 0/400; count mismatches 0/45 -> OK
[-s 1] -p -s 1: summary total 1098 vs 1098 units; status/target mismatches 0/400; count mismatches 0/45 -> OK
[-s 2] -p -s 2: summary total 1098 vs 1098 units; status/target mismatches 0/400; count mismatches 0/45 -> OK
[-M --fraction] -p -M --fraction: summary total 1098 vs 1098 units; status/target mismatches 0/400; count mismatches 0/45 -> OK
[-Q 10] -p -Q 10: summary total 1098 vs 1098 units; status/target mismatches 0/400; count mismatches 0/45 -> OK
[--ignoreDup] -p --ignoreDup: summary total 1098 vs 1098 units; status/target mismatches 0/400; count mismatches 0/45 -> OK
[--fracOverlap 0.5] -p --fracOverlap 0.5: summary total 1098 vs 1098 units; status/target mismatches 0/400; count mismatches 0/45 -> OK

Option sets with any disagreement: 0
