test	outcome	seconds	walltime	mem	message
test_ft_componentanalysis_methods	FAIL	2	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_ft_conjunctionanalysis	PASS	3	00:10:00	1gb	
test_ft_connectivity_cancorr	PASS	1	00:10:00	1gb	
test_ft_connectivity_corr	PASS	1	00:10:00	1gb	
test_ft_connectivity_dtf	PASS	1	00:10:00	1gb	
test_ft_connectivity_granger	PASS	1	00:10:00	1gb	
test_ft_connectivity_mim	PASS	1	00:10:00	1gb	
test_ft_connectivity_mutualinformation	FAIL	2	00:10:00	1gb	invalid function handle, unable to find function for @direct_method_v5b @ external/ibtb/entropy.m:319
test_di	PASS	65	00:20:00	1gb	
test_ft_connectivity_pdc	PASS	1	00:10:00	1gb	
test_ft_connectivity_plm	PASS	1	00:10:00	1gb	
test_ft_connectivity_powcorr_ortho	PASS	1	00:10:00	1gb	
test_ft_connectivity_ppc	PASS	1	00:10:00	1gb	
test_ft_connectivity_psi	PASS	1	00:10:00	1gb	
test_ft_connectivity_wpli	PASS	1	00:10:00	1gb	
test_ft_connectivityanalysis	FAIL	3	00:10:00	2gb	'nanmean' undefined near line 1538, column 16  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ utilities/ft_checkdata.m:1538
test_ft_connectivityanalysis_hanning	FAIL	3	00:10:00	2gb	'nanmean' undefined near line 1538, column 16  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ utilities/ft_checkdata.m:1538
test_ft_convert_units	FAIL	1	00:10:00	1gb	Invalid call to round.  Correct usage is:   -- Y = round (X) @ ../../../usr/share/octave/8.4.0/m/help/print_usage.m:105
test_ft_connectivitysimulation	PASS	8	00:10:00	1gb	
test_dependencies	PASS	79	00:20:00	1gb	
test_ft_crossfrequencyanalysis	FAIL	8	00:15:00	1gb	'nanmean' undefined near line 380, column 20  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ ft_crossfrequencyanalysis.m:380
test_ft_denoise_pca	FAIL	2	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_ft_defaults_signal	PASS	4	00:03:00	1gb	
test_ft_defacevolume	FAIL	5	00:10:00	6gb	mat2file.c not compiled - see Makefile @ external/spm12/@file_array/private/mat2file.m:15
test_ft_denoise_tsr	FAIL	1	01:30:00	6gb	'nanmean' undefined near line 156, column 11  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ preproc/ft_preproc_bandpassfilter.m:156
test_ft_denoise_prewhiten	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 1538, column 16  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ utilities/ft_checkdata.m:1538
test_ft_detect_movement	PASS	2	00:10:00	1gb	
test_ft_determine_units	PASS	1	00:10:00	1gb	
test_ft_dipolefitting	FAIL	1	00:20:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_ft_dipolesimulation	FAIL	1	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_ft_electrodeplacement	FAIL	1	00:10:00	1gb	rotate3d: function called with too many outputs @ ../../../usr/share/octave/8.4.0/m/plot/util/rotate3d.m:-1
test_ft_electrodermalactivity	PASS	1	00:10:00	1gb	
test_ft_estimate_units	PASS	1	00:10:00	1gb	
test_ft_freqanalysis_simple	PASS	3	00:10:00	1gb	
test_ft_freqbaseline	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 192, column 21  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ ft_freqbaseline.m:192
test_ft_freqdescriptives	PASS	2	00:10:00	1gb	
test_ft_freqanalysis_superlet	PASS	9	00:10:00	1gb	
test_ft_freqgrandaverage	PASS	3	00:10:00	1gb	
test_ft_freqinterpolate	PASS	1	00:10:00	1gb	
test_ft_freqsimulation	PASS	1	00:10:00	1gb	
test_ft_freqstatistics	PASS	1	00:10:00	1gb	
test_ft_getopt	PASS	1	00:10:00	1gb	
test_ft_headcircumference	FAIL	1	00:10:00		'strip' undefined near line 63, column 23  The 'strip' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ utilities/dccnpath.m:63
test_ft_heartrate	FAIL	1	00:10:00	1gb	'envelope' undefined near line 165, column 27 @ ft_heartrate.m:165
test_ft_inside_headmodel	PASS	1	00:10:00	1gb	
test_ft_fetch_data	FAIL	16	00:10:00	2gb	NaN: dimensions must be scalars. @ test/private/ft_fetch_data.m:91
test_ft_interpolatenan	PASS	1	00:10:00	1gb	
test_ft_headmodel_bemcp	FAIL	6	03:00:00	10gb	mat2file.c not compiled - see Makefile @ external/spm12/@file_array/private/mat2file.m:15
test_ft_lateralizedpotential	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 223, column 16  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ ft_timelockanalysis.m:223
test_ft_mvaranalysis	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 150, column 14  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ private/preproc.m:150
test_ft_meshrealign	FAIL	4	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_ft_plot_axes	FAIL	2	00:10:00	1gb	getframe: not implemented for gnuplot graphics toolkit @ ../../../usr/share/octave/8.4.0/m/image/getframe.m:76
test_ft_networkanalysis	PASS	3	00:10:00	1gb	
test_ft_plot_box	PASS	1	00:10:00	1gb	
test_ft_plot_cloud	FAIL	1	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_ft_plot_dipole	PASS	1	00:10:00	1gb	
test_ft_plot_crosshair	FAIL	2	00:10:00	1gb	getframe: not implemented for gnuplot graphics toolkit @ ../../../usr/share/octave/8.4.0/m/image/getframe.m:76
test_ft_plot_headshape	FAIL	1	00:10:00	1gb	__go_patch__: invalid value for array property "cdata", unable to create graphics handle @ ../../../usr/share/octave/8.4.0/m/plot/draw/private/__patch__.m:182
test_ft_plot_headmodel	PASS	2	00:10:00	1gb	
test_ft_plot_line	PASS	1	00:10:00	1gb	
test_ft_plot_layout	PASS	3	00:10:00	1gb	
test_ft_plot_matrix	PASS	1	00:10:00	1gb	
test_ft_plot_montage	FAIL	1	00:10:00	1gb	'nanmean' undefined near line 314, column 7  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ plotting/ft_plot_slice.m:314
test_ft_plot_ortho	FAIL	1	00:10:00	1gb	'nanmean' undefined near line 314, column 7  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ plotting/ft_plot_slice.m:314
test_ft_plot_patch	PASS	1	00:10:00	1gb	
test_ft_plot_sens	FAIL	1	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_ft_plot_slice	FAIL	1	00:10:00	1gb	'nanmean' undefined near line 314, column 7  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ plotting/ft_plot_slice.m:314
test_ft_plot_text	PASS	1	00:10:00	1gb	
test_ft_plot_topo	PASS	3	00:10:00	1gb	
test_ft_plot_topo3d	PASS	1	00:10:00	1gb	
test_ft_plot_vector	PASS	1	00:10:00	1gb	
test_ft_prepare_headmodel	PASS	1	00:10:00	1gb	
test_ft_math	PASS	29	00:10:00	1gb	
test_ft_prepare_leadfield	FAIL	1	00:20:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_ft_plot_mesh	PASS	17	00:15:00	1gb	
test_ft_prepare_montage	FAIL	2	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_ft_prepare_mesh	FAIL	2	00:10:00	1gb	spm_bwlabel.c not compiled - see Makefile @ external/spm12/spm_bwlabel.m:25
test_ft_preproc_bandpassfilter	FAIL	1	00:10:00	1gb	'nanmean' undefined near line 156, column 11  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ preproc/ft_preproc_bandpassfilter.m:156
test_ft_preproc_bandstopfilter	FAIL	1	00:10:00	1gb	'nanmean' undefined near line 158, column 11  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ preproc/ft_preproc_bandstopfilter.m:158
test_ft_preproc_baselinecorrect	PASS	1	00:10:00	1gb	
test_ft_preproc_denoise	FAIL	1	00:10:00	1gb	'nanmean' undefined near line 53, column 6  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ preproc/ft_preproc_denoise.m:53
test_ft_preproc_detrend	PASS	1	00:10:00	1gb	
test_ft_preproc_derivative	PASS	1	00:10:00	1gb	
test_ft_preproc_hilbert	PASS	1	00:10:00	1gb	
test_ft_preproc_highpassfilter	FAIL	1	00:10:00	1gb	'nanmean' undefined near line 158, column 11  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ preproc/ft_preproc_highpassfilter.m:158
test_ft_preproc_dftfilter	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 150, column 14  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ private/preproc.m:150
test_ft_preproc_medianfilter	PASS	1	00:10:00	1gb	
test_ft_preproc_lowpassfilter	FAIL	1	00:10:00	1gb	'nanmean' undefined near line 158, column 11  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ preproc/ft_preproc_lowpassfilter.m:158
test_ft_preproc_online_downsample	PASS	1	00:10:00	1gb	
test_ft_preproc_padding	PASS	1	00:10:00	1gb	
test_ft_preproc_online_filter	PASS	1	00:10:00	1gb	
test_ft_preproc_polyremoval	PASS	1	00:10:00	1gb	
test_ft_preproc_rereference	PASS	1	00:10:00	1gb	
test_ft_preproc_rectify	PASS	1	00:10:00	1gb	
test_ft_preproc_resample	PASS	1	00:10:00	1gb	
test_ft_preproc_smooth	PASS	1	00:10:00	1gb	
test_ft_preproc_slidingrange	PASS	1	00:10:00	1gb	
test_ft_preproc_standardize	PASS	1	00:10:00	1gb	
test_ft_recodeevent	PASS	1	00:10:00	1gb	
test_ft_rejectartifact	FAIL	1	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_ft_regressconfound	PASS	3	00:10:00	1gb	
test_ft_removetemplateartifact	PASS	2	00:10:00	1gb	
test_ft_rejectcomponent	FAIL	4	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_ft_respiration	FAIL	1	00:10:00	1gb	'envelope' undefined near line 107, column 23 @ ft_respiration.m:107
test_ft_resampledata	FAIL	4	00:10:00	1gb	'nanmean' undefined near line 158, column 11  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ preproc/ft_preproc_lowpassfilter.m:158
test_ft_scalpcurrentdensity	FAIL	1	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_ft_selectdata_savevar	FAIL	1	00:10:00	1gb	save: Unrecognized option '-nocompression' @ utilities/private/savevar.m:43
test_ft_selectdata	FAIL	3	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_ft_senslabel	PASS	1	00:10:00	1gb	
test_ft_sourceanalysis	FAIL	1	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_ft_selectdata_union	PASS	4	00:10:00	1gb	
test_ft_sourcedepth	FAIL	1	00:10:00	1gb	Could not locate the MEX file "ptriproj.mex" @ forward/private/ptriproj.m:34
test_ft_sourcedescriptives	PASS	1	00:10:00	1gb	
test_ft_sourceinterpolate	FAIL	1	00:15:00	4gb	zstream.c not compiled - see Makefile @ external/gifti/@gifti/private/zstream.m:25
test_ft_sourceparcellate	FAIL	2	00:10:00	1gb	'pad' undefined near line 1861, column 43  The 'pad' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ utilities/ft_checkdata.m:1861
test_ft_sourcestatistics	PASS	2	00:10:00	1gb	
test_ft_sourcewrite	FAIL	2	00:10:00	1gb	'b' undefined near line 1, column 11 @ external/freesurfer/vox2rasToQform.m:50
test_ft_specest_hilbert	FAIL	1	00:10:00	1gb	'nanmean' undefined near line 156, column 11  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ specest/private/ft_preproc_bandpassfilter.m:156
test_ft_sourcegrandaverage	PASS	10	00:10:00	1gb	
test_ft_specest_mtmconvol	FAIL	1	00:10:00	1gb	feval: function 'taylorwin' not found @ external/signal/window.m:27
test_ft_specest_mtmfft	FAIL	1	00:10:00	1gb	feval: function 'taylorwin' not found @ external/signal/window.m:27
test_ft_specest_neuvar	PASS	1	00:10:00	1gb	
test_ft_progress	PASS	32	00:10:00	1gb	
test_ft_specest_tfr	PASS	10	00:10:00	1gb	
test_ft_specest_irasa	PASS	16	00:10:00	1gb	
test_ft_spike_isi	FAIL	2	00:10:00	1gb	'nanstd' undefined near line 155, column 18  The 'nanstd' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ contrib/spike/ft_spike_isi.m:155
test_ft_spike_maketrials	PASS	1	00:10:00	1gb	
test_ft_spike_jpsth	FAIL	3	00:10:00	1gb	'nanmean' undefined near line 251, column 28  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ contrib/spike/ft_spike_jpsth.m:251
test_ft_spike_plot_isireturn	FAIL	2	00:10:00	1gb	'mle' undefined near line 159, column 24  The 'mle' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ contrib/spike/ft_spike_isi.m:159
test_ft_specest_wavelet	PASS	14	00:10:00	1gb	
test_ft_spike_psth	FAIL	3	00:10:00	1gb	zoom: function called with too many outputs @ ../../../usr/share/octave/8.4.0/m/plot/util/zoom.m:-1
test_ft_spike_rate	PASS	3	00:10:00	1gb	
test_ft_spike_plot_raster	FAIL	5	00:10:00	1gb	zoom: function called with too many outputs @ ../../../usr/share/octave/8.4.0/m/plot/util/zoom.m:-1
test_ft_spike_xcorr	PASS	3	00:10:00	1gb	
test_ft_spiketriggeredspectrum	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 246, column 28  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ contrib/spike/ft_spiketriggeredspectrum_fft.m:246
test_ft_spikedensity	FAIL	3	00:10:00	1gb	'nanmean' undefined near line 49, column 1  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ test/test_ft_spikedensity.m:49
test_ft_statfun_correlationT	FAIL	2	00:20:00	1gb	corr: function called with too many inputs @ ../../../usr/share/octave/8.4.0/m/statistics/corr.m:-1
test_ft_spiketriggeredspectrum_stat	PASS	4	00:10:00	1gb	
test_ft_timelockbaseline	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 223, column 16  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ ft_timelockanalysis.m:223
test_ft_steadystatesimulation	FAIL	4	00:10:00	1gb	'array2table' undefined near line 369, column 18  The 'array2table' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ ft_steadystatesimulation.m:369
test_ft_timelockgrandaverage	FAIL	2	00:10:00	1gb	invalid function handle, unable to find function for @nanmean @ ft_timelockgrandaverage.m:176
test_ft_timelocksimulation	FAIL	2	00:10:00	1gb	assert (isequal (data1.trial, data2.trial)) failed @ ../../../usr/share/octave/8.4.0/m/testfun/assert.m:107
test_ft_topoplotCC	PASS	2	00:10:00	1gb	
test_ft_timelockstatistics	FAIL	3	00:10:00	1gb	spm_bwlabel.c not compiled - see Makefile @ external/spm12/spm_bwlabel.m:25
test_ft_volumedownsample	PASS	2	00:10:00	1gb	
test_ft_volumebiascorrect	FAIL	4	01:00:00	6gb	mat2file.c not compiled - see Makefile @ external/spm12/@file_array/private/mat2file.m:15
test_ft_volumereslice	FAIL	3	00:10:00	1gb	fprintf: invalid format specified @ utilities/ft_progress.m:263
test_ft_volumewrite	FAIL	2	00:10:00	1gb	mat2file.c not compiled - see Makefile @ external/spm12/@file_array/private/mat2file.m:15
test_ft_write_data	FAIL	2	00:10:00	1gb	audiowrite: failed to open output file '/tmp/oct-vNCZ7C/write_oga.oga': Error : major format is 0. @ fileio/ft_write_data.m:610
test_headmodel_asa	FAIL	3	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_headmodel_bemcp	FAIL	3	00:10:00	1gb	'bem_Cii_lin' undefined near line 177, column 10 @ forward/ft_headmodel_bemcp.m:177
test_headmodel_concentricspheres	FAIL	1	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_headmodel_dipoli	FAIL	1	00:10:00	1gb	there is no dipoli executable for your platform @ forward/ft_headmodel_dipoli.m:192
test_headmodel_hbf	FAIL	1	00:20:00	1gb	invalid call to script /home/user/fieldtrip/external/hbf/hbf_mesh/hbf_SolidAngles.m @ external/hbf/hbf_mesh/hbf_SolidAngles.m:-1
test_headmodel_infinite	PASS	1	00:10:00	1gb	
test_headmodel_interpolate	FAIL	1	00:45:00	4gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_headmodel_openmeeg	FAIL	1	00:20:00	1gb	OpenMEEG not found @ external/openmeeg/om_checkombin.m:94
test_headmodel_singlesphere	FAIL	1	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_issue1068	PASS	1	00:10:00	1gb	
test_issue1167	FAIL	1	00:10:00	1gb	'strip' undefined near line 63, column 23  The 'strip' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ utilities/dccnpath.m:63
test_issue1089	PASS	11	00:10:00	1gb	
test_issue1198	FAIL	2	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_issue1214	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 223, column 16  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ ft_timelockanalysis.m:223
test_issue1292	FAIL	1	00:10:00	1gb	NaN: dimensions must be scalars. @ test/private/ft_fetch_data.m:91
test_issue1313	PASS	2	00:10:00	1gb	
test_issue1322	FAIL	2	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_issue1329	FAIL	1	01:00:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_issue1363	FAIL	1	01:00:00	4gb	'strip' undefined near line 63, column 23  The 'strip' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ utilities/dccnpath.m:63
test_issue1400	FAIL	2	00:10:00	1gb	'table' undefined near line 35, column 18  The 'table' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ test/test_issue1400.m:35
test_issue1418	FAIL	2	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_issue1431	FAIL	2	00:10:00	1gb	mx_el_and: nonconformant arguments (op1 is 1x2, op2 is 1x3) @ fileio/private/ft_senstype.m:444
test_issue1459	FAIL	2	00:10:00	1gb	'pad' undefined near line 1861, column 43  The 'pad' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ utilities/ft_checkdata.m:1861
test_issue1546	FAIL	1	00:10:00	1gb	mx_el_and: nonconformant arguments (op1 is 1x2, op2 is 1x3) @ fileio/private/ft_senstype.m:444
test_issue1554	PASS	3	00:10:00	1gb	
test_issue1564	FAIL	2	00:10:00	1gb	'table' undefined near line 30, column 20  The 'table' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ test/test_issue1564.m:30
test_issue1568	FAIL	1	00:10:00	1gb	'table' undefined near line 33, column 20  The 'table' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ test/test_issue1568.m:33
test_issue1618	FAIL	34	00:10:00	1gb	'CalcMD5' undefined near line 30, column 24 @ fileio/private/inflate_file.m:30
test_issue1695	FAIL	2	01:00:00	1gb	file2mat.c not compiled - see Makefile @ external/spm12/@file_array/private/file2mat.m:15
test_issue1701	PASS	8	00:10:00	1gb	
test_issue1711	FAIL	2	00:10:00	1gb	Invalid call to round.  Correct usage is:   -- Y = round (X) @ ../../../usr/share/octave/8.4.0/m/help/print_usage.m:105
test_issue1721	FAIL	7	00:10:00	1gb	'nanmean' undefined near line 524, column 11  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ private/topoplot_common.m:524
test_issue1841	FAIL	1	00:30:00	2gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_issue1843	FAIL	2	00:30:00	2gb	Invalid call to colormap.  Correct usage is:   -- CMAP = colormap ()  -- CMAP = colormap (MAP)  -- CMAP = colormap ("default")  -- CMAP = colormap (MAP_NAME)  -- CMAP = colormap (HAX, ...)  -- colormap MAP_NAME @ ../../../usr/share/octave/8.4.0/m/help/print_usage.m:105
test_issue1866	PASS	6	00:20:00	1gb	
test_issue1985	FAIL	1	00:10:00	1gb	'nanmean' undefined near line 156, column 11  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ preproc/ft_preproc_bandpassfilter.m:156
test_issue2017	PASS	1	00:10:00	1gb	
test_issue2021	FAIL	2	00:10:00	2gb	assert (contains (lasterr, 'This function requires raw data as input, see ft_datatype_raw.')) failed @ ../../../usr/share/octave/8.4.0/m/testfun/assert.m:107
test_issue2059	FAIL	1	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_issue2072	PASS	2	00:10:00	1gb	
test_issue2075	FAIL	2	00:10:00	2gb	'nanmean' undefined near line 156, column 11  The 'nanmean' function belongs to the statistics package from Octave Forge which you have installed but not loaded.  To load the package, run 'pkg load statistics' from the Octave prompt.  Please read <https://www.octave.org/missing.html> to learn how yo @ preproc/ft_preproc_bandpassfilter.m:156
test_issue2085	PASS	4	00:10:00	1gb	
test_issue2124	FAIL	1	00:10:00	1gb	mx_el_and: nonconformant arguments (op1 is 1x2, op2 is 1x3) @ fileio/private/ft_senstype.m:444
test_issue2162	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 223, column 16  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ ft_timelockanalysis.m:223
test_issue2169	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 150, column 14  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ private/preproc.m:150
test_issue2235	FAIL	1	00:10:00	1gb	'table' undefined near line 29, column 14  The 'table' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ test/test_issue2235.m:29
test_ft_volumelookup	FAIL	133	00:10:00	1gb	'pad' undefined near line 1861, column 43  The 'pad' function is not yet implemented in Octave.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ utilities/ft_checkdata.m:1861
test_issue2265	FAIL	2	00:10:00	1gb	assert (abs (imag (freq.fourierspctrm (end))) < 100 * eps) failed @ ../../../usr/share/octave/8.4.0/m/testfun/assert.m:107
test_issue2243	PASS	2	00:10:00	2gb	
test_issue627	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 150, column 14  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ private/preproc.m:150
test_issue714	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 223, column 16  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ ft_timelockanalysis.m:223
test_issue947	PASS	1	00:10:00	1gb	
test_issue928	FAIL	2	00:10:00	1gb	'nanmean' undefined near line 443, column 11  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ ft_singleplotER.m:443
test_layout_egi	FAIL	1	00:10:00	1gb	strncmp: nonconformant cell arrays @ compat/octave/startsWith.m:81
test_laggedcoherence	FAIL	3	00:20:00	1gb	invalid function handle, unable to find function for @nanmean @ utilities/ft_selectdata.m:1396
test_matlab_ci	PASS	1	00:10:00	1gb	
test_nanstat	FAIL	1	00:10:00	1gb	the XUNIT toolbox is not available, see http://www.mathworks.com/matlabcentral/fileexchange/22846-matlab-xunit-test-framework @ utilities/ft_hastoolbox.m:571
test_nearest	PASS	9	00:10:00	1gb	
test_old_buffer_latency_bandwidth	FAIL	1	00:10:00	1gb	'moxunit_throw_test_skipped_exception' undefined near line 27, column 3 @ test/test_old_buffer_latency_bandwidth.m:27
test_old_connectivityanalysis	FAIL	1	00:10:00	1gb	'moxunit_throw_test_skipped_exception' undefined near line 17, column 3 @ test/test_old_connectivityanalysis.m:17
test_old_filtering	PASS	2	00:10:00	1gb	
test_old_fixcsd	FAIL	2	00:10:00	2gb	invalid function handle, unable to find function for @nanmean @ utilities/ft_selectdata.m:1396
test_old_ft_freqanalysis	PASS	1	00:10:00	1gb	
test_old_preproc_resample	FAIL	1	00:10:00	1gb	'nanmean' undefined near line 158, column 11  The 'nanmean' function belongs to the statistics package from Octave Forge but has not yet been implemented.  Please read <https://www.octave.org/missing.html> to learn how you can contribute missing functionality. @ preproc/ft_preproc_highpassfilter.m:158
test_openmeeg_eeg	FAIL	2	00:30:00	2gb	OpenMEEG not found @ external/openmeeg/om_checkombin.m:94
test_notification	PASS	21	00:10:00	1gb	
test_pull1138	FAIL	1	00:10:00	1gb	load: unable to find file /project/3031000.02/external/download/tutorial/human_ecog/SubjectUCI29/SubjectUCI29_freq.mat @ test/test_pull1138.m:8
